Roles,Companies,Locations,Experience,Salaries,Skills
"Data Scientist, Product, Google Play Games",Google,Bengaluru,5-10 Yrs,Not Disclosed Yet,"Product Management, Statistical Analysis, Executive, Sas, Coding, Matlab, Statistics, Analytics"
Data Scientist,Ericsson,Bengaluru,2-7 Yrs,Not Disclosed Yet,"Front End, Data Management, Coding, Machine Learning, Javascript, Business Intelligence, Open Source, Analytics"
Data Scientist,Teceze Consultancy Services,"Pune, Gurugram, Bengaluru",5-10 Yrs,10-20 Lacs Pa,"Generative Ai, Python, Data Science, Artificial Intelligence, Science, Data"
Data Scientist,Natwest Markets,Bengaluru,5-9 Yrs,Not Disclosed Yet,"Computer Science, Data Analysis, Data Management, Machine Learning, Agile, Scrum, Business Strategy, Analytics"
Data Scientist: Genai Llm,Course5 Intelligence,Bengaluru,1-4 Yrs,Not Disclosed Yet,"Deep Learning, Machine Learning, Banking, Model Development, Deployment, Natural Language Processing, Financial Services, Python"
Fullstack Data Scientist,Chubb,Bengaluru,5-10 Yrs,Not Disclosed Yet,"Pyspark, Mlops, Ml, Python, Data Engineering, Azure Databricks, Full Stack, Microsoft Azure"
Data Scientist (3-5),Phonepe,Bengaluru,3-8 Yrs,Not Disclosed Yet,"Python, Machine Learning, Sql, Statistical Modeling, Machine Learning Algorithms, Algorithms, Natural Language Processing, Pyspark"
Data Scientist,Protiviti India,Mumbai (All Areas),5-10 Yrs,18-27.5 Lacs Pa,"Data Science, Client Management, Cloud Platform, Machine Learning, Python, Pyspark, Natural Language Processing, Visualization Technologies"
"Product Data Scientist, Google Play Games",Google,Bengaluru,5-10 Yrs,Not Disclosed Yet,"Product Management, Data Science, Coding, Marketing Management, Gaming, Analytics, Product Marketing, Sql"
"Staff Data Scientist, Ads Insights And Measurement",Google,Bengaluru,8-13 Yrs,Not Disclosed Yet,"Data Analysis, Bidding, Coding, Analytical, Data Structures, Matlab, Analytics, Brand Building"
Data Scientist Iii,Inmobi,Bengaluru,5-8 Yrs,Not Disclosed Yet,"San, Deep Learning, Data Science, Machine Learning, Deployment, Weaving, Forecasting, Performance Monitoring"
Data Scientist (Work From Office From Gurgaon- 5 Days),Air India,Gurugram,2-5 Yrs,9-15 Lacs Pa,"Data Science, Pyspark, Azure, Python, Microsoft Azure, Data, Office, Science"
Data Scientist,Hydarulic Industry,Puducherry,3-5 Yrs,6.5-8.5 Lacs Pa,"Eda, Python, Insights, Modelling, Data, Modeling"
Data Scientist,Airtel Payments Bank,Gurugram,10-15 Yrs,Not Disclosed Yet,"Machine Learning Algorithms, Fraud Analytics, Python, Sql, Fraud, Machine Learning, Analytics, Machine"
Gen Ai Data Scientist,Fractal,"Gurugram, Bengaluru, Mumbai (All Areas)",2-7 Yrs,Not Disclosed Yet,"Artificial Intelligence, Python, Data Science, Gen Ai, Ml Ops, Large Language Model, Machine Learning, Gen"
Data Scientist - Ml / Nlp / Ai / Gen-Ai,Vakilsearch,Chennai,4-7 Yrs,Not Disclosed Yet,"Python, Data Analytics, Power Bi, Machine Learning, Sql, Data Analysis, Natural Language Processing, Scikit-Learn"
Data Scientist,Coditas Technologies,Pune,5-6 Yrs,Not Disclosed Yet,"Deployment, Machine Learning, Python, Pyspark, Azure Cloud, Artificial Intelligence, Aws, Machine"
"Principal Data Scientist (Banking - Marketing Analytics, Cross-Sell)",Leading Client,Bengaluru,6-10 Yrs,Not Disclosed Yet,"Credit Cards Marketing, Sas, Principal Data Scientist, Python, R, Statistical Methodologies, Ml Frameworks, Deep Learning Algorithms"
Data Scientist,Virtana Corp,"Pune, Chennai",3-8 Yrs,Not Disclosed Yet,"Usage, Prototype, Time Series Analysis, Artificial Intelligence, It Operations Management, Machine Learning, Cloud, Cash Flow"
Data Scientist - Python/R,Leading Client,Ahmedabad,6-8 Yrs,Not Disclosed Yet,"Data Science, R, Data Scientist, Python, Sql, Data, Science"
Data Scientist,Online Psb Loans,Ahmedabad,3-5 Yrs,Not Disclosed Yet,"Llm, Machine Learning, Tensorflow, Ml Libraries, Langchain, Natural Language Processing, Scikit-Learn, Data Science"
Data Scientist,Numrah,Remote,2-7 Yrs,Not Disclosed Yet,"Computer Science, Trade, Data Science, Hypothesis Testing, Data Visualization, Statistics, Analytics, Sql"
Data Scientist,It Services Organization,Hybrid - Pune,4-9 Yrs,Not Disclosed Yet,"Data Science, Nlp, Generative Ai, Llm, Machine Learning, Vaes, Prompt Engineering, Data Pipelines"
Data Scientist - Sql/Python,Leading Client,Pune,5-10 Yrs,Not Disclosed Yet,"Data Science, Data Validation, Data Quality, Data Scientist, Jupyter, Data Analytics, Sql, Python"
Data Scientist - Python/R,Leading Client,"Pune, Remote",6-8 Yrs,Not Disclosed Yet,"Data Science, R, Data Scientist, Python, Sql, Data, Science"
Data Scientist - Sql / Python,Leading Client,Ahmedabad,5-10 Yrs,Not Disclosed Yet,"Data Science, Data Validation, Data Quality, Data Scientist, Jupyter, Data Analytics, Sql, Python"
Data Scientist With Gen Ai Experience,Ibm,Kochi,3-8 Yrs,Not Disclosed Yet,"Python, Machine Learning, Artificial Intelligence, Deep Learning, Ml, Repository Management, Github, Natural Language Processing"
Data Scientist,Rolling Arrays,Remote,5-10 Yrs,Not Disclosed Yet,"Computer Science, Data Analysis, Data Manipulation, Analytical, Machine Learning, Data Quality, Continuous Improvement, Operations"
Data Scientist,Naukri,Bengaluru,6-10 Yrs,18-27 Lacs Pa,"End To End Implementation, Data Scientist, Machine Learning, Generative Ai, Azure, Microsoft Azure, Data, End To End"
Data Scientist,Robert Bosch Engineering And Business Solutions Private Limited,Bengaluru,4-6 Yrs,Not Disclosed Yet,"Automation, Data Analysis, Nosql, Data Science, Gcp, Machine Learning, Cloud, Workflow"
Data Scientist-Credit Cards,Leading Client,Dubai,6-10 Yrs,Not Disclosed Yet,"Sas, Data Scientist, Credit Cards, Python, Azure, Gcp, Scikit-Learn, Pandas"
Data Scientist,Staffing And Technology Services,"Hybrid - Hyderabad, Ahmedabad",8-13 Yrs,19-22.5 Lacs Pa,"Data Science, Python, Git, Azure Cloud, Pandas, Ci/Cd, Poetry, Science"
Data Scientist Iv,Meesho,Bengaluru,6-8 Yrs,Not Disclosed Yet,"Python, Sql, Sem, Ml, Statistics, Hive, Cnn, Supervised Learning"
Data Scientist Iii,Meesho,Bengaluru,4-7 Yrs,Not Disclosed Yet,"Python, Machine Learning Algorithms, Hypothesis, Linear Algebra, Statistics, Algorithms, Natural Language Processing, Amazon Redshift"
Data Scientist (Python/Azure/Genai),Big Mnc Organization,Mumbai (All Areas),5-10 Yrs,20-35 Lacs Pa,"Generative Ai, Python, Azure, Data, Microsoft Azure, Artificial Intelligence"
Data Scientist,Sira Placement Consultancy,Pune(Kalyani Nagar +2),3-4 Yrs,10-14 Lacs Pa,"Artificial Intelligence, Machine Learning, Python, Genai, Langchain, Ai Integration, Llm, Deep Learning"
Data Scientist,Hcltech,"Hybrid - Hyderabad, Pune, Bengaluru",5-10 Yrs,Not Disclosed Yet,"Data Science, Gen Ai, Machine Learning, Deep Learning, Natural Language Processing, Data, Science, Process"
Data Scientist Ai -Contract To Hire,Ibm,Bengaluru,5-8 Yrs,7-10 Lacs Pa,"Data Science, Ai, Data Analytics, Machine Learning, Sql, Python, Hiring, Artificial Intelligence"
Data Scientist,Opportunity With Multi National Based Company In Gurgaon.,Gurugram,2-5 Yrs,Not Disclosed Yet,"Data Science, Agentic Ai, Ar/Vr, Azure Cloud, Artificial Intelligence, Augmented Reality, Mcp, Virtual Reality"
Data Scientist Iv,Meesho,Bengaluru,6-8 Yrs,Not Disclosed Yet,"Data Science, Deep Learning, Hive, Gcp, Hadoop, Machine Learning, Python, Sql"
Urgent Haring_ Data Scientist,Mnc Group,"Hybrid - Navi Mumbai, Pune, Mumbai (All Areas)",6-10 Yrs,14-24 Lacs Pa,"Data Science, Gen Ai, Python, Artificial Intelligence, Natural Language Processing, Machine Learning, Data, Process"
Data Scientist,Accenture,Bengaluru,5-8 Yrs,5-7 Lacs Pa,"Data Science, 2. Data Science And Ai, Python, Decision Trees, Random Forests, A/B Testing, Data Visualization., Sql"
Data Scientist - Sql/Python,Leading Client,Bengaluru,5-10 Yrs,Not Disclosed Yet,"Data Science, Data Validation, Data Quality, Data Scientist, Jupyter, Data Analytics, Sql, Python"
Data Scientist,Capco,Bengaluru,4-9 Yrs,Not Disclosed Yet,"Data Wrangling, Python, Sql, Gcp, Bigquery, Data"
Data Scientist,Product Based Client,Hyderabad,5-10 Yrs,Not Disclosed Yet,"Data Science, R Program, Python, R, Program, Data, Science"
Data Scientist - Gen Ai,Cradlepoint,Pune,8-10 Yrs,Not Disclosed Yet,"Automation, Data Analysis, Usage, Nosql, Spark, Machine Learning, Workflow, Data Processing"
Data Scientist - Python/R,Leading Client,Bengaluru,6-10 Yrs,Not Disclosed Yet,"Python, Data Science, Data Bricks, R, Data Scientist, Credit Risk, Sql, Credit"
Data Scientist,Insurtech,"Noida, Gurugram",3-8 Yrs,Not Disclosed Yet,"Generative Ai, Machine Learning, Azure, Cognitive Search, Gemini Multimodal, Vertex Ai Llm Evaluation, Mlops Pipelines, Azure Openai"
Data Scientist-Artificial Intelligence,Ibm,Bengaluru,3-7 Yrs,Not Disclosed Yet,"Python, Scikit-Learn, Tensorflow, Pytorch, Keras, Natural Language Processing, Predictive, Pyspark"
Data Scientist(Ecommerce),Mindtree,Bengaluru,2-7 Yrs,Not Disclosed Yet,"Computer Science, Automation, Data Analysis, Analytical, Data Quality, Data Visualization, Data Mining, Sql"
Data Scientist-Artificial Intelligence,Ibm,Bengaluru,3-7 Yrs,Not Disclosed Yet,"Python, Machine Learning, Tensorflow, Pytorch, Keras, Kubernetes, Github, Natural Language Processing"
Data Scientist-Artificial Intelligence,Ibm,Bengaluru,3-7 Yrs,Not Disclosed Yet,"Python, Scikit-Learn, Tensorflow, Pytorch, Keras, Kubernetes, Pyspark, Microsoft Azure"
Data Scientist,Uplers,Bengaluru,5-8 Yrs,Not Disclosed Yet,"Data Science, Machine Learning, Python, Science, Machine, Data"
Data Scientist (Time Series Forecasting),Evnek,"Mumbai, New Delhi, Bengaluru",4-6 Yrs,Not Disclosed Yet,"Sales Forecasting, Scikit-Learn, Numpy, Pandas, Pricing Strategy, Arima, Time Series Analysis, Python"
Gen Ai Data Scientist,Kyndryl,Bengaluru,6-10 Yrs,Not Disclosed Yet,"Cloud Services, Python, Data, Consulting, Interpersonal Skills, Microsoft Azure, Business Acumen, Machine Learning"
Marketing Data Scientist & Ai Professional,Ibm,Bengaluru,3-8 Yrs,Not Disclosed Yet,"Python, Microsoft Azure, Data Science, Gcp, Aws, Advance Sql, Ibm Cloud, Industry Research"
Data Scientist (Capital Markets Analytics),Evnek,"Mumbai, New Delhi, Bengaluru",4-6 Yrs,Not Disclosed Yet,"Statistical Modeling, Python, Natural Language Processing, Power Bi, Analytics Data, Capital Market, Machine Learning, Sql"
Data Scientist - Educator/Tutor,Tata Technologies,Pune,5-10 Yrs,Not Disclosed Yet,"Bed, Biology, Physics, Lecturer Activities, Online Tutoring, Chemistry, Teaching Mathematics, Science Teaching"
Data Scientist (Banking),Brickendon Consulting,Remote,8-13 Yrs,Not Disclosed Yet,"Generative Ai Tools, Ml Algorithms, Artificial Intelligence, Natural Language Processing, Machine Learning, Deep Learning, Data, Ai Solutions"
Data Scientist-Credit Cards,Leading Client,Bengaluru,6-10 Yrs,Not Disclosed Yet,"Sas, Data Scientist, Credit Cards, Python, Azure, Gcp, Scikit-Learn, Pandas"
Data Scientist,Luxoft,Bengaluru,5-10 Yrs,Not Disclosed Yet,"Python, Sql, Data Science, Spark, Statistical Modeling, Snowflake, Scikit-Learn, Version Control"
Data Scientist,Lightcast,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-7 Yrs,Not Disclosed Yet,"Computer Science, Prototype, Analytical, Market Intelligence, Machine Learning, Predictive Modeling, Regression Analysis, Apache"
Data Scientist Iii,Sixt Research And Development,Bengaluru,6-11 Yrs,Not Disclosed Yet,"Product Management, Computer Science, Health Insurance, Data Science, Gcp, Machine Learning, Wellness, Revenue Management"
Data Scientist,Hitachi Solutions,"Pune, Chennai, Bengaluru",9-14 Yrs,Not Disclosed Yet,"Data Science, Natural Language Processing, Time Series Forecasting, Computer Vision, Ml, Python, Process, Languages"
Data Scientist,Sundaram Finance Group,Chennai,2-10 Yrs,15-22 Lacs Pa,"End To End Framework, Data Scientist, Machine Learning, Data, End To End, Framework, End, Machine"
Data Scientist,Meesho,Bengaluru,5-9 Yrs,Not Disclosed Yet,Na
Data Scientist,Barclays,Noida,1-6 Yrs,Not Disclosed Yet,Na
Data Scientist/ Pricing Analyst - Personalised Pricing,Careerfit.Ai,Bengaluru,3-6 Yrs,Not Disclosed Yet,"Product Engineering, Data Science, Machine Learning, Programming, Revenue Management, Pricing Analyst, Analytics, Inventory"
Data Scientist - Gen Ai,Netsmart Technologies,Bengaluru,2-4 Yrs,18-30 Lacs Pa,Na
Data Scientist,Circle K,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-4 Yrs,Not Disclosed Yet,Na
Data Scientist,Simreka (Devtaar Gmbh),Bengaluru,2-5 Yrs,Not Disclosed Yet,Na
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Hyderabad,5-7 Yrs,Not Disclosed Yet,Na
Data Scientist - Machine Learning / Artificial Intelligence,Leading Client,"New Delhi, Delhi / Ncr",5-7 Yrs,Not Disclosed Yet,Na
Data Scientist - Machine Learning / Artificial Intelligence,Leading Client,Mumbai,5-7 Yrs,Not Disclosed Yet,Na
Data Scientist - Machine Learning/Artificial Intelligence,Leading Client,Kolkata,5-7 Yrs,Not Disclosed Yet,Na
Data Scientist - Sql/Python,Leading Client,Hyderabad,5-10 Yrs,Not Disclosed Yet,Na
Data Scientist - Sql/Python,Leading Client,Kolkata,5-10 Yrs,Not Disclosed Yet,Na
Data Scientist,Cradlepoint,Bengaluru,8-10 Yrs,Not Disclosed Yet,Na
Data Scientist - Python/R,Leading Client,Kolkata,6-8 Yrs,Not Disclosed Yet,"Data Science, R, Data Scientist, Python, Sql, Data, Science"
Data Scientist - Sql / Python,Leading Client,Chennai,5-10 Yrs,Not Disclosed Yet,Na
Data Scientist - Python/R,Leading Client,Chennai,6-8 Yrs,Not Disclosed Yet,Na
Data Scientist - Sql/Python,Leading Client,Mumbai,5-8 Yrs,Not Disclosed Yet,Na
Data Scientist,Insurance Brok,Bengaluru,8-12 Yrs,Not Disclosed Yet,Na
Data Scientist,Optum,Noida,3-7 Yrs,Not Disclosed Yet,"Python, Scikit-Learn, Numpy, Machine Learning, Tensorflow, Natural Language Processing, Supervised Learning, Data Processing"
Data Scientist-Artificial Intelligence,Ibm,Hyderabad,3-7 Yrs,Not Disclosed Yet,"Elastic Search, Java, Proof Of Concept, Cobol, Splunk, Targetlink, Simulink, Data Management"
Tm-Data Scientist-Audit Innovation & Digital Transformation,Hdfc Bank,Mumbai,3-5 Yrs,Not Disclosed Yet,"Data Science, Artificial Intelligence Markup Language, Generative Ai, Natural Language Processing, Machine Learning, Pytorch, Tensorflow, Ml Libraries"
Data Science/Data Scientist - Llm/Nlp/Ml - Mnc,People Staffing Solution,"Hyderabad, Pune, Bengaluru",12-20 Yrs,20-35 Lacs Pa,"Data Science, Llm, Predictive Modeling, Generative Ai, Large Language Model, Artificial Intelligence, Natural Language Processing, Gen Ai"
Data Scientist-Artificial Intelligence,Ibm,Kolkata,3-7 Yrs,Not Disclosed Yet,"Python, Scikit-Learn, Tensorflow, Pytorch, Keras, Kubernetes, Pyspark, Microsoft Azure"
Data Scientist (Gen Ai),Algoanalytics,Hybrid - Pune(Baner),2-5 Yrs,Not Disclosed Yet,"Agentic Ai, Generative Ai, Machine Learning, Deep Learning, Python, Data Science, Natural Language Processing, Rag"
Data Scientist,Ups Supply Chain Solutions (Ups Scs),New Delhi,3-7 Yrs,Not Disclosed Yet,"Python, Machine Learning, Sql, R, Operations Research, C++, Data Management, Statistical Techniques"
Data Scientist- Pytorch/ Tensorflow,Ups Supply Chain Solutions (Ups Scs),New Delhi,3-6 Yrs,Not Disclosed Yet,"Python, Machine Learning, Sql, R, Operations Research, Algorithms, Data Management, Statistical Techniques"
Pune || Data Scientist,Globallogic,Pune,10-15 Yrs,Not Disclosed Yet,"Python, Data Analytics, Data Analysis, Natural Language Processing, Scikit-Learn, Aiml, Machine Learning, Artificial Intelligence"
Data Scientist / Ai & Ml Engineer (Gen Ai & Llm),Hvantage Tech Solutions Pvt. Limited,Indore,1-4 Yrs,5-12 Lacs Pa,"Artificial Intelligence, Large Language Model, Tensorflow, Natural Language Processing, Neural Networks, Gpt, Machine Learning, Deep Learning"
Data Scientist-Python And Matlab(Travel Industry),Apex One,Gurugram,6-8 Yrs,Not Disclosed Yet,"Python, Ann, Python A, Nd Matlab, Cnn, Rnn, Data Science, Machine Learning"
Artificial Intelligence Engineer/Data Scientist,Moro Hub,Dubai,10-15 Yrs,Not Disclosed Yet,"Natural Language Processing, Llm, Machine Learning, Deep Learning, Python, Pytorch, Processing, Languages"
Data Scientist,Go Digital Technology Consulting,"Hybrid - Pune, Mumbai (All Areas)",3-5 Yrs,Not Disclosed Yet,"Time Series Analysis, Data Scientist, Tensorflow, Arima, Sarima, Pandas, Big Data, Numpy"
Actuarial Data Scientist Iii,Expedia Group,Gurugram,4-9 Yrs,Not Disclosed Yet,"Career Development, Logistic Regression, Scientist Iii, Claims, Coding, Talent Acquisition, Analytical, Actuarial"
Data Scientist,Blackstraw Technologies,Chennai,4-8 Yrs,Not Disclosed Yet,"Data Science, Machine Learning, Deep Learning, Python, Artificial Intelligence, Natural Language Processing, Computer Vision, Predictive Analytics"
Data Scientist,Aifa Labs,Hyderabad,4-5 Yrs,Not Disclosed Yet,"Deep Learning, Project Development, Prototype, Gcp, Cloud, Client Engagement, Mentor, Research"
Data Scientist,Colruyt It Consultancy India,Hyderabad,10-14 Yrs,Not Disclosed Yet,"Data Science, Image Processing, Python, Nlp, Data Analysis, Quality Control, Neural Networks, Statistical Modeling"
Data Scientist ( Azure),Evnek,Mumbai,3-7 Yrs,Not Disclosed Yet,"Python, Pyspark, Sql, Data Extraction, Etl, Tcp, Teamcenter, C++"
Data Scientist,Kloudportal Technology Solutions,Hyderabad,12-17 Yrs,Not Disclosed Yet,"Supply Chain, Retail Planning, Demand Planning, Data Science, Arima, Financial Planning, Merchandising, Forecasting"
Data Scientist,Global Banking Organization,Hybrid - Gurugram,4-7 Yrs,Not Disclosed Yet,"Power Bi, Machine Learning, Python, Bi, Machine, Data"
